"Set","Song","Date"
"Set 2","Ghost",2018-10-16
"Set 2","No Men In No Man's Land",2018-10-16
"Set 2","Piper",2018-10-16
"Set 2","Twenty Years Later",2018-10-16
"Set 2","Show of Life",2018-10-16
"Set 2","Also Sprach Zarathustra",2018-10-16
"Set 2","Character Zero",2018-10-16
"Encore","Harry Hood",2018-10-16
"Set 1","Crowd Control",2018-10-17
"Set 1","Chalk Dust Torture",2018-10-17
"Set 1","All of These Dreams",2018-10-17
"Set 1","Wolfman's Brother",2018-10-17
"Set 1","Scent of a Mule",2018-10-17
"Set 1","NICU",2018-10-17
"Set 1","Gumbo",2018-10-17
"Set 1","Steam",2018-10-17
"Set 1","I Didn't Know",2018-10-17
"Set 1","Bathtub Gin",2018-10-17
"Set 2","Set Your Soul Free",2018-10-17
"Set 2","Birds of a Feather",2018-10-17
"Set 2","Mercury",2018-10-17
"Set 2","Light",2018-10-17
"Set 2","The Wedge",2018-10-17
"Set 2","Wading in the Velvet Sea",2018-10-17
"Set 2","Wilson",2018-10-17
"Set 2","Slave to the Traffic Light",2018-10-17
"Encore","Julius",2018-10-17
"Encore","Rocky Top",2018-10-17
"Set 1","Strawberry Letter 23",2018-10-19
"Set 1","Blaze On",2018-10-19
"Set 1","Mock Song",2018-10-19
"Set 1","Divided Sky",2018-10-19
"Set 1","Roggae",2018-10-19
"Set 1","Sparkle",2018-10-19
"Set 1","Undermind",2018-10-19
"Set 1","Meat",2018-10-19
"Set 1","Rift",2018-10-19
"Set 1","Walk Away",2018-10-19
"Set 2","Carini",2018-10-19
"Set 2","Sand",2018-10-19
"Set 2","Golden Age",2018-10-19
"Set 2","Twist",2018-10-19
"Set 2","Mountains in the Mist",2018-10-19
"Set 2","Meatstick",2018-10-19
"Set 2","Split Open and Melt",2018-10-19
"Encore","The Lizards",2018-10-19
"Set 1","Llama",2018-10-20
"Set 1","Fuego",2018-10-20
"Set 1","Runaway Jim",2018-10-20
"Set 1","Bug",2018-10-20
"Set 1","Mound",2018-10-20
"Set 1","Tela",2018-10-20
"Set 1","46 Days",2018-10-20
"Set 1","Fluffhead",2018-10-20
"Set 2","First Tube",2018-10-20
"Set 2","Tweezer",2018-10-20
"Set 2","Dirt",2018-10-20
"Set 2","Backwards Down the Number Line",2018-10-20
"Set 2","No Men In No Man's Land",2018-10-20
"Set 2","Cavern",2018-10-20
"Set 2","Gotta Jibboo",2018-10-20
"Set 2","The Oh Kee Pa Ceremony",2018-10-20
"Set 2","Suzy Greenberg",2018-10-20
"Encore","Shine a Light",2018-10-20
"Set 1","Stealing Time From the Faulty Plan",2018-10-21
"Set 1","Skin It Back",2018-10-21
"Set 1","Brian and Robert",2018-10-21
"Set 1","Timber (Jerry The Mule)",2018-10-21
"Set 1","Simple",2018-10-21
"Set 1","Mexican Cousin",2018-10-21
"Set 1","Camel Walk",2018-10-21
"Set 1","Back on the Train",2018-10-21
"Set 1","Saw It Again",2018-10-21
"Set 2","Waves",2018-10-21
"Set 2","Rise/Come Together",2018-10-21
"Set 2","Light",2018-10-21
"Set 2","The Line",2018-10-21
"Set 2","Wingsuit",2018-10-21
"Set 2","Your Pet Cat",2018-10-21
"Set 2","What's the Use?",2018-10-21
"Set 2","Possum",2018-10-21
"Encore","More",2018-10-21
"Encore 2","You Enjoy Myself",2018-10-21
"Set 1","Tweezer Reprise",2018-10-23
"Set 1","Party Time",2018-10-23
"Set 1","Free",2018-10-23
"Set 1","The Old Home Place",2018-10-23
"Set 1","Lawn Boy",2018-10-23
"Set 1","Cool It Down",2018-10-23
"Set 1","Theme From the Bottom",2018-10-23
"Set 1","Funky Bitch",2018-10-23
"Set 1","Kill Devil Falls",2018-10-23
"Set 1","Wolfman's Brother",2018-10-23
"Set 1","Character Zero",2018-10-23
"Set 2","Mike's Song",2018-10-23
"Set 2","Ghost",2018-10-23
"Set 2","Everything's Right",2018-10-23
"Set 2","Set Your Soul Free",2018-10-23
"Set 2","When the Circus Comes",2018-10-23
"Set 2","Weekapaug Groove",2018-10-23
"Encore","Loving Cup",2018-10-23
"Set 1","Soul Planet",2018-10-24
"Set 1","Also Sprach Zarathustra",2018-10-24
"Set 1","555",2018-10-24
"Set 1","Farmhouse",2018-10-24
"Set 1","Halfway to the Moon",2018-10-24
"Set 1","Waste",2018-10-24
"Set 1","My Friend, My Friend",2018-10-24
"Set 1","Maze",2018-10-24
"Set 1","Bathtub Gin",2018-10-24
"Set 2","Down with Disease",2018-10-24
"Set 2","Crosseyed and Painless",2018-10-24
"Set 2","Scents and Subtle Sounds",2018-10-24
"Set 2","No Men In No Man's Land",2018-10-24
"Set 2","Boogie On Reggae Woman",2018-10-24
"Set 2","Harry Hood",2018-10-24
"Encore","Run Like an Antelope",2018-10-24
"Set 1","Punch You in the Eye",2018-10-26
"Set 1","Martian Monster",2018-10-26
"Set 1","Axilla",2018-10-26
"Set 1","Reba",2018-10-26
"Set 1","My Sweet One",2018-10-26
"Set 1","Mercury",2018-10-26
"Set 1","Moonage Daydream",2018-10-26
"Set 1","Walls of the Cave",2018-10-26
"Set 2","Tweezer",2018-10-26
"Set 2","Golden Age",2018-10-26
"Set 2","Frost",2018-10-26
"Set 2","Limb By Limb",2018-10-26
"Set 2","Sand",2018-10-26
"Set 2","A Day in the Life",2018-10-26
"Set 2","Possum",2018-10-26
"Encore","Wilson",2018-10-26
"Encore","Tweezer Reprise",2018-10-26
"Set 1","Stash",2018-10-27
"Set 1","The Dogs",2018-10-27
"Set 1","Blaze On",2018-10-27
"Set 1","Water in the Sky",2018-10-27
"Set 1","Ya Mar",2018-10-27
"Set 1","Vultures",2018-10-27
"Set 1","Roses Are Free",2018-10-27
"Set 1","46 Days",2018-10-27
"Set 1","David Bowie",2018-10-27
"Set 2","The Moma Dance",2018-10-27
"Set 2","No Men In No Man's Land",2018-10-27
"Set 2","Steam",2018-10-27
"Set 2","Chalk Dust Torture",2018-10-27
"Set 2","Fuego",2018-10-27
"Set 2","Joy",2018-10-27
"Set 2","Suzy Greenberg",2018-10-27
"Encore","Rock and Roll",2018-10-27
"Set 1","Everything's Right",2018-10-28
"Set 1","Destiny Unbound",2018-10-28
"Set 1","Heavy Things",2018-10-28
"Set 1","Miss You",2018-10-28
"Set 1","Tube",2018-10-28
"Set 1","Petrichor",2018-10-28
"Set 1","I Always Wanted It This Way",2018-10-28
"Set 1","Grind",2018-10-28
"Set 2","Carini",2018-10-28
"Set 2","No Quarter",2018-10-28
"Set 2","Cities",2018-10-28
"Set 2","Gotta Jibboo",2018-10-28
"Set 2","Twist",2018-10-28
"Set 2","What's the Use?",2018-10-28
"Set 2","Twist",2018-10-28
"Set 2","Shade",2018-10-28
"Set 2","Plasma",2018-10-28
"Set 2","Character Zero",2018-10-28
"Encore","Fluffhead",2018-10-28
"Set 1","Buried Alive",2018-10-31
"Set 1","Ghost",2018-10-31
"Set 1","Crazy Sometimes",2018-10-31
"Set 1","Free",2018-10-31
"Set 1","More",2018-10-31
"Set 1","Halley's Comet",2018-10-31
"Set 1","Ocelot",2018-10-31
"Set 1","Theme From the Bottom",2018-10-31
"Set 1","First Tube",2018-10-31
"Set 2","Turtle in the Clouds",2018-10-31
"Set 2","Stray Dog",2018-10-31
"Set 2","Everything is Hollow",2018-10-31
"Set 2","We Are Come to Outlive Our Brains",2018-10-31
"Set 2","Say It To Me S.A.N.T.O.S.",2018-10-31
"Set 2","The Final Hurrah",2018-10-31
"Set 2","Play by Play",2018-10-31
"Set 2","Death Don't Hurt Very Long",2018-10-31
"Set 2","Cool Amber and Mercury",2018-10-31
"Set 2","Passing Through",2018-10-31
"Set 3","Set Your Soul Free",2018-10-31
"Set 3","Tweezer",2018-10-31
"Set 3","A Song I Heard the Ocean Sing",2018-10-31
"Set 3","Backwards Down the Number Line",2018-10-31
"Set 3","Meatstick",2018-10-31
"Set 3","Bug",2018-10-31
"Set 3","Run Like an Antelope",2018-10-31
"Encore","Loving Cup",2018-10-31
"Encore","Tweezer Reprise",2018-10-31
"Set 1","Everything's Right",2018-11-01
"Set 1","AC/DC Bag",2018-11-01
"Set 1","Wolfman's Brother",2018-11-01
"Set 1","Nellie Kane",2018-11-01
"Set 1","Funky Bitch",2018-11-01
"Set 1","Chalk Dust Torture",2018-11-01
"Set 1","I Been Around",2018-11-01
"Set 1","Joy",2018-11-01
"Set 1","Walls of the Cave",2018-11-01
"Set 2","Blaze On",2018-11-01
"Set 2","No Men In No Man's Land",2018-11-01
"Set 2","Fuego",2018-11-01
"Set 2","Twist",2018-11-01
"Set 2","Prince Caspian",2018-11-01
"Set 2","Twist",2018-11-01
"Set 2","Bouncing Around the Room",2018-11-01
"Set 2","Harry Hood",2018-11-01
"Encore","Contact",2018-11-01
"Encore","Rise/Come Together",2018-11-01
"Set 1","Cavern",2018-11-02
"Set 1","Beauty of My Dreams",2018-11-02
"Set 1","If I Could",2018-11-02
"Set 1","Weigh",2018-11-02
"Set 1","Sand",2018-11-02
"Set 1","Back on the Train",2018-11-02
"Set 1","Martian Monster",2018-11-02
"Set 1","Mercury",2018-11-02
"Set 1","Suzy Greenberg",2018-11-02
"Set 2","Soul Planet",2018-11-02
"Set 2","Down with Disease",2018-11-02
"Set 2","Guyute",2018-11-02
"Set 2","Sneakin' Sally Through the Alley",2018-11-02
"Set 2","Light",2018-11-02
"Set 2","Slave to the Traffic Light",2018-11-02
"Encore","Hold Your Head Up",2018-11-02
"Encore","Bike",2018-11-02
"Encore","Hold Your Head Up",2018-11-02
"Encore","Good Times Bad Times",2018-11-02
"Set 1","The Moma Dance",2018-11-03
"Set 1","Kill Devil Falls",2018-11-03
"Set 1","Roggae",2018-11-03
"Set 1","Water in the Sky",2018-11-03
"Set 1","555",2018-11-03
"Set 1","Tube",2018-11-03
"Set 1","Farmhouse",2018-11-03
"Set 1","Mike's Song",2018-11-03
"Set 1","Lifeboy",2018-11-03
"Set 1","Weekapaug Groove",2018-11-03
"Set 2","Carini",2018-11-03
"Set 2","46 Days",2018-11-03
"Set 2","Scents and Subtle Sounds",2018-11-03
"Set 2","Crosseyed and Painless",2018-11-03
"Set 2","Also Sprach Zarathustra",2018-11-03
"Set 2","Possum",2018-11-03
"Set 2","Split Open and Melt",2018-11-03
"Encore","Wading in the Velvet Sea",2018-11-03
"Encore","Character Zero",2018-11-03
"Set 1","We Are Come to Outlive Our Brains",2018-12-28
"Set 1","Martian Monster",2018-12-28
"Set 1","Axilla",2018-12-28
"Set 1","Free",2018-12-28
"Set 1","The Wedge",2018-12-28
"Set 1","Meat",2018-12-28
"Set 1","Ghost",2018-12-28
"Set 1","Sparkle",2018-12-28
"Set 1","If I Could",2018-12-28
"Set 1","Maze",2018-12-28
"Set 1","Walls of the Cave",2018-12-28
"Set 2","Set Your Soul Free",2018-12-28
"Set 2","Swept Away",2018-12-28
"Set 2","Steep",2018-12-28
"Set 2","The Final Hurrah",2018-12-28
"Set 2","Fuego",2018-12-28
"Set 2","Shade",2018-12-28
"Set 2","Bathtub Gin",2018-12-28
"Set 2","Possum",2018-12-28
"Encore","Bouncing Around the Room",2018-12-28
"Encore","Slave to the Traffic Light",2018-12-28
"Set 1","Buried Alive",2018-12-29
"Set 1","Blaze On",2018-12-29
"Set 1","Turtle in the Clouds",2018-12-29
"Set 1","The Sloth",2018-12-29
"Set 1","46 Days",2018-12-29
"Set 1","Cities",2018-12-29
"Set 1","Corinna",2018-12-29
"Set 1","Ya Mar",2018-12-29
"Set 1","Wolfman's Brother",2018-12-29
"Set 2","Carini",2018-12-29
"Set 2","Tweezer",2018-12-29
"Set 2","Death Don't Hurt Very Long",2018-12-29
"Set 2","Tweezer",2018-12-29
"Set 2","No Quarter",2018-12-29
"Set 2","Also Sprach Zarathustra",2018-12-29
"Set 2","First Tube",2018-12-29
"Encore","Shine a Light",2018-12-29
"Encore","Tweezer Reprise",2018-12-29
"Set 1","Alumni Blues",2018-12-30
"Set 1","Letter to Jimmy Page",2018-12-30
"Set 1","Alumni Blues",2018-12-30
"Set 1","Mike's Song",2018-12-30
"Set 1","Glide II",2018-12-30
"Set 1","Weekapaug Groove",2018-12-30
"Set 1","Crosseyed and Painless",2018-12-30
"Set 1","Bliss",2018-12-30
"Set 1","Billy Breathes",2018-12-30
"Set 1","No Men In No Man's Land",2018-12-30
"Set 1","Tube",2018-12-30
"Set 1","Weekapaug Groove",2018-12-30
"Set 1","Tube",2018-12-30
"Set 1","More",2018-12-30
"Set 2","Cool Amber and Mercury",2018-12-30
"Set 2","Everything's Right",2018-12-30
"Set 2","Plasma",2018-12-30
"Set 2","Light",2018-12-30
"Set 2","Wading in the Velvet Sea",2018-12-30
"Set 2","Split Open and Melt",2018-12-30
"Encore","Funky Bitch",2018-12-30
"Encore","Wilson",2018-12-30
"Encore","Rocky Top",2018-12-30
"Encore","Cavern",2018-12-30
"Set 1","The Moma Dance",2018-12-31
"Set 1","Stray Dog",2018-12-31
"Set 1","555",2018-12-31
"Set 1","Sand",2018-12-31
"Set 1","Lawn Boy",2018-12-31
"Set 1","Steam",2018-12-31
"Set 1","Chalk Dust Torture",2018-12-31
"Set 1","What's the Use?",2018-12-31
"Set 1","Play by Play",2018-12-31
"Set 1","Waste",2018-12-31
"Set 1","Ass Handed",2018-12-31
"Set 1","Run Like an Antelope",2018-12-31
"Set 2","Down with Disease",2018-12-31
"Set 2","Farmhouse",2018-12-31
"Set 2","Seven Below",2018-12-31
"Set 2","Twist",2018-12-31
"Set 2","Harry Hood",2018-12-31
"Set 2","Passing Through",2018-12-31
"Set 2","Harry Hood",2018-12-31
"Set 3","Mercury",2018-12-31
"Set 3","Auld Lang Syne",2018-12-31
"Set 3","Say It To Me S.A.N.T.O.S.",2018-12-31
"Set 3","Simple",2018-12-31
"Set 3","Saw It Again",2018-12-31
"Set 3","Limb By Limb",2018-12-31
"Set 3","Rock and Roll",2018-12-31
"Set 3","Suzy Greenberg",2018-12-31
"Encore","The Lizards",2018-12-31
"Encore","Character Zero",2018-12-31
"Set 1","Turtle in the Clouds",2019-02-20
"Set 1","Jam",2019-02-20
"Set 1","Plasma",2019-02-20
"Set 1","Spock's Brain",2019-02-21
"Set 1","Twist",2019-02-21
"Set 1","Free",2019-02-21
"Set 1","Who Loves the Sun?",2019-02-21
"Set 1","Everything's Right",2019-02-21
"Set 1","We Are Come to Outlive Our Brains",2019-02-21
"Set 1","Rise/Come Together",2019-02-21
"Set 1","Funky Bitch",2019-02-21
"Set 1","Sand",2019-02-21
"Set 2","Soul Planet",2019-02-21
"Set 2","Spanish Moon",2019-02-21
"Set 2","I Always Wanted It This Way",2019-02-21
"Set 2","Death Don't Hurt Very Long",2019-02-21
"Set 2","Also Sprach Zarathustra",2019-02-21
"Set 2","Bathtub Gin",2019-02-21
"Set 2","The Squirming Coil",2019-02-21
"Encore","Waste",2019-02-21
"Encore","Bold As Love",2019-02-21
"Set 1","You Enjoy Myself",2019-02-22
"Set 1","Turtle in the Clouds",2019-02-22
"Set 1","46 Days",2019-02-22
"Set 1","No Men In No Man's Land",2019-02-22
"Set 1","Emotional Rescue",2019-02-22
"Set 1","Tube",2019-02-22
"Set 1","Shade",2019-02-22
"Set 1","Saw It Again",2019-02-22
"Set 2","Set Your Soul Free",2019-02-22
"Set 2","Mercury",2019-02-22
"Set 2","Slave to the Traffic Light",2019-02-22
"Set 2","Possum",2019-02-22
"Set 2","Sanity",2019-02-22
"Set 2","Walk Away",2019-02-22
"Encore","More",2019-02-22
"Set 1","The Curtain With",2019-02-23
"Set 1","Punch You in the Eye",2019-02-23
"Set 1","Blaze On",2019-02-23
"Set 1","Destiny Unbound",2019-02-23
"Set 1","Most Events Aren't Planned",2019-02-23
"Set 1","Divided Sky",2019-02-23
"Set 1","Steam",2019-02-23
"Set 1","Chalk Dust Torture",2019-02-23
"Set 2","First Tube",2019-02-23
"Set 2","Mike's Song",2019-02-23
"Set 2","Weekapaug Groove",2019-02-23
"Set 2","Fuego",2019-02-23
"Set 2","Tweezer",2019-02-23
"Set 2","Carini",2019-02-23
"Set 2","Ghost",2019-02-23
"Set 2","Say It To Me S.A.N.T.O.S.",2019-02-23
"Encore","Simple",2019-02-23
"Encore","Martian Monster",2019-02-23
"Encore","Kung",2019-02-23
"Encore","Big Black Furry Creature from Mars",2019-02-23
"Encore","Sleeping Monkey",2019-02-23
"Encore","Tweezer Reprise",2019-02-23
"Set 1","Cool Amber and Mercury",2019-06-11
"Set 1","46 Days",2019-06-11
"Set 1","Stash",2019-06-11
"Set 1","Nellie Kane",2019-06-11
"Set 1","Free",2019-06-11
"Set 1","Theme From the Bottom",2019-06-11
"Set 1","Tube",2019-06-11
"Set 1","Drift While You're Sleeping",2019-06-11
"Set 2","No Men In No Man's Land",2019-06-11
"Set 2","Bathtub Gin",2019-06-11
"Set 2","Ghost",2019-06-11
"Set 2","Piper",2019-06-11
"Set 2","Blaze On",2019-06-11
"Set 2","Joy",2019-06-11
"Set 2","Simple",2019-06-11
"Set 2","Limb By Limb",2019-06-11
"Set 2","Slave to the Traffic Light",2019-06-11
"Encore","Turtle in the Clouds",2019-06-11
"Encore","Character Zero",2019-06-11
"Set 1","Chalk Dust Torture",2019-06-12
"Set 1","The Moma Dance",2019-06-12
"Set 1","Waves",2019-06-12
"Set 1","Bouncing Around the Room",2019-06-12
"Set 1","Undermind",2019-06-12
"Set 1","Heavy Things",2019-06-12
"Set 1","Roggae",2019-06-12
"Set 1","We Are Come to Outlive Our Brains",2019-06-12
"Set 1","Funky Bitch",2019-06-12
"Set 1","Set Your Soul Free",2019-06-12
"Set 1","Run Like an Antelope",2019-06-12
"Set 2","Gloria",2019-06-12
"Set 2","Loving Cup",2019-06-12
"Set 2","Twist",2019-06-12
"Set 2","About to Run",2019-06-12
"Set 2","Mr. Completely",2019-06-12
"Set 2","Light",2019-06-12
"Set 2","Waste",2019-06-12
"Set 2","Suzy Greenberg",2019-06-12
"Encore","Farmhouse",2019-06-12
"Encore","First Tube",2019-06-12
"Set 1","Carini",2019-06-14
"Set 1","Down with Disease",2019-06-14
"Set 1","Say It To Me S.A.N.T.O.S.",2019-06-14
"Set 1","Everything's Right",2019-06-14
"Set 1","Mercury",2019-06-14
"Set 1","Tweezer",2019-06-14
"Set 1","Also Sprach Zarathustra",2019-06-14
"Set 1","Steam",2019-06-14
"Set 1","Martian Monster",2019-06-14
"Set 1","More",2019-06-14
"Set 1","Harry Hood",2019-06-14
"Set 1","Character Zero",2019-06-14
"Encore","Possum",2019-06-14
"Encore","Tweezer Reprise",2019-06-14
"Set 1","Set Your Soul Free",2019-06-16
"Set 1","Blaze On",2019-06-16
"Set 1","Death Don't Hurt Very Long",2019-06-16
"Set 1","Reba",2019-06-16
"Set 1","Free",2019-06-16
"Set 1","Sand",2019-06-16
"Set 1","Wolfman's Brother",2019-06-16
"Set 1","Cavern",2019-06-16
"Set 2","Mike's Song",2019-06-16
"Set 2","Fluffhead",2019-06-16
"Set 2","Twist",2019-06-16
"Set 2","Weekapaug Groove",2019-06-16
"Set 2","No Men In No Man's Land",2019-06-16
"Set 2","Weekapaug Groove",2019-06-16
"Set 2","Twist",2019-06-16
"Set 2","Fuego",2019-06-16
"Set 2","Ghost",2019-06-16
"Set 2","Bathtub Gin",2019-06-16
"Encore","Wilson",2019-06-16
"Encore","First Tube",2019-06-16
"Set 1","AC/DC Bag",2019-06-18
"Set 1","555",2019-06-18
"Set 1","Ocelot",2019-06-18
"Set 1","Sample in a Jar",2019-06-18
"Set 1","Stash",2019-06-18
"Set 1","The Wedge",2019-06-18
"Set 1","Frost",2019-06-18
"Set 1","Halley's Comet",2019-06-18
"Set 1","Ruby Waves",2019-06-18
"Set 1","Lawn Boy",2019-06-18
"Set 1","You Enjoy Myself",2019-06-18
"Set 2","Plasma",2019-06-18
"Set 2","The Final Hurrah",2019-06-18
"Set 2","Wingsuit",2019-06-18
"Set 2","Golden Age",2019-06-18
"Set 2","I Always Wanted It This Way",2019-06-18
"Set 2","Prince Caspian",2019-06-18
"Set 2","If I Could",2019-06-18
"Set 2","46 Days",2019-06-18
"Encore","Drift While You're Sleeping",2019-06-18
"Set 1","Soul Planet",2019-06-19
"Set 1","The Moma Dance",2019-06-19
"Set 1","Kill Devil Falls",2019-06-19
"Set 1","Your Pet Cat",2019-06-19
"Set 1","Back on the Train",2019-06-19
"Set 1","Everything is Hollow",2019-06-19
"Set 1","About to Run",2019-06-19
"Set 1","Divided Sky",2019-06-19
"Set 1","I Didn't Know",2019-06-19
"Set 1","Walls of the Cave",2019-06-19
"Set 2","Stealing Time From the Faulty Plan",2019-06-19
"Set 2","Birds of a Feather",2019-06-19
"Set 2","Crazy Sometimes",2019-06-19
"Set 2","Miss You",2019-06-19
"Set 2","Everything's Right",2019-06-19
"Set 2","Chalk Dust Torture",2019-06-19
"Set 2","Slave to the Traffic Light",2019-06-19
"Encore","Split Open and Melt",2019-06-19
"Encore","A Life Beyond The Dream",2019-06-19
"Set 1","Have Mercy",2019-06-21
"Set 1","Gotta Jibboo",2019-06-21
"Set 1","Free",2019-06-21
"Set 1","Ginseng Sullivan",2019-06-21
"Set 1","Tweezer",2019-06-21
"Set 1","Passing Through",2019-06-21
"Set 1","Ya Mar",2019-06-21
"Set 1","Mercury",2019-06-21
"Set 1","Tweezer",2019-06-21
"Set 1","Say It To Me S.A.N.T.O.S.",2019-06-21
"Set 2","Runaway Jim",2019-06-21
"Set 2","Scents and Subtle Sounds",2019-06-21
"Set 2","Tweezer",2019-06-21
"Set 2","Sand",2019-06-21
"Set 2","Lifeboy",2019-06-21
"Set 2","A Song I Heard the Ocean Sing",2019-06-21
"Set 2","Taste",2019-06-21
"Set 2","Twenty Years Later",2019-06-21
"Set 2","Possum",2019-06-21
"Encore","More",2019-06-21
"Encore","Tweezer Reprise",2019-06-21
"Set 1","Undermind",2019-06-22
"Set 1","Tube",2019-06-22
"Set 1","Funky Bitch",2019-06-22
"Set 1","Steam",2019-06-22
"Set 1","My Sweet One",2019-06-22
"Set 1","NICU",2019-06-22
"Set 1","Friend",2019-06-22
"Set 1","No Men In No Man's Land",2019-06-22
"Set 1","The Horse",2019-06-22
"Set 1","Silent in the Morning",2019-06-22
"Set 1","David Bowie",2019-06-22
"Set 1","The Squirming Coil",2019-06-22
"Set 2","Ghost",2019-06-22
"Set 2","Axilla",2019-06-22
"Set 2","Set Your Soul Free",2019-06-22
"Set 2","What's the Use?",2019-06-22
"Set 2","Billy Breathes",2019-06-22
"Set 2","Death Don't Hurt Very Long",2019-06-22
"Set 2","Backwards Down the Number Line",2019-06-22
"Set 2","Harry Hood",2019-06-22
"Set 2","Rise/Come Together",2019-06-22
"Set 2","Golgi Apparatus",2019-06-22
"Encore","Bug",2019-06-22
"Encore","Character Zero",2019-06-22
"Set 1","Carini",2019-06-23
"Set 1","My Soul",2019-06-23
"Set 1","Rift",2019-06-23
"Set 1","Gumbo",2019-06-23
"Set 1","It's Ice",2019-06-23
"Set 1","Winterqueen",2019-06-23
"Set 1","Yarmouth Road",2019-06-23
"Set 1","Shade",2019-06-23
"Set 1","Halfway Home",2019-06-23
"Set 1","The Wedge",2019-06-23
"Set 1","Run Like an Antelope",2019-06-23
"Set 2","Crosseyed and Painless",2019-06-23
"Set 2","Everything's Right",2019-06-23
"Set 2","Ruby Waves",2019-06-23
"Set 2","Twist",2019-06-23
"Set 2","Also Sprach Zarathustra",2019-06-23
"Set 2","Blaze On",2019-06-23
"Encore","Maze",2019-06-23
"Encore","Waste",2019-06-23
"Encore","Sanity",2019-06-23
"Encore","Wilson",2019-06-23
"Set 1","46 Days",2019-06-25
"Set 1","Back on the Train",2019-06-25
"Set 1","Ass Handed",2019-06-25
"Set 1","Bathtub Gin",2019-06-25
"Set 1","The Dogs",2019-06-25
"Set 1","Waves",2019-06-25
"Set 1","Mike's Song",2019-06-25
"Set 1","Water in the Sky",2019-06-25
"Set 1","Limb By Limb",2019-06-25
"Set 1","Weekapaug Groove",2019-06-25
"Set 1","Julius",2019-06-25
"Set 2","Down with Disease",2019-06-25
"Set 2","Play by Play",2019-06-25
"Set 2","Simple",2019-06-25
"Set 2","Piper",2019-06-25
"Set 2","Miss You",2019-06-25
"Set 2","Llama",2019-06-25
"Set 2","Meatstick",2019-06-25
"Set 2","Rise/Come Together",2019-06-25
"Set 2","Slave to the Traffic Light",2019-06-25
"Encore","Loving Cup",2019-06-25
"Set 1","Crowd Control",2019-06-26
"Set 1","Plasma",2019-06-26
"Set 1","Army of One",2019-06-26
"Set 1","Alaska",2019-06-26
"Set 1","Kill Devil Falls",2019-06-26
"Set 1","How Many People Are You",2019-06-26
"Set 1","Petrichor",2019-06-26
"Set 1","Saw It Again",2019-06-26
"Set 1","Sand",2019-06-26
"Set 2","Turtle in the Clouds",2019-06-26
"Set 2","Gotta Jibboo",2019-06-26
"Set 2","Fuego",2019-06-26
"Set 2","Cities",2019-06-26
"Set 2","The Final Hurrah",2019-06-26
"Set 2","Prince Caspian",2019-06-26
"Set 2","Farmhouse",2019-06-26
"Set 2","Backwards Down the Number Line",2019-06-26
"Set 2","Chalk Dust Torture",2019-06-26
"Encore","The Lizards",2019-06-26
"Encore","Suzy Greenberg",2019-06-26
"Set 1","Set Your Soul Free",2019-06-28
"Set 1","Strawberry Letter 23",2019-06-28
"Set 1","My Friend, My Friend",2019-06-28
"Set 1","Halfway to the Moon",2019-06-28
"Set 1","The Old Home Place",2019-06-28
"Set 1","Train Song",2019-06-28
"Set 1","Horn",2019-06-28
"Set 1","Birds of a Feather",2019-06-28
"Set 1","Wolfman's Brother",2019-06-28
"Set 1","Wombat",2019-06-28
"Set 1","Timber (Jerry The Mule)",2019-06-28
"Set 1","Drift While You're Sleeping",2019-06-28
"Set 2","Mercury",2019-06-28
"Set 2","No Men In No Man's Land",2019-06-28
"Set 2","We Are Come to Outlive Our Brains",2019-06-28
"Set 2","About to Run",2019-06-28
"Set 2","Light",2019-06-28
"Set 2","Run Like an Antelope",2019-06-28
"Encore","Sleeping Monkey",2019-06-28
"Encore","Quinn the Eskimo",2019-06-28
"Set 1","Mike's Song",2019-06-29
"Set 1","I Am Hydrogen",2019-06-29
"Set 1","Weekapaug Groove",2019-06-29
"Set 1","Divided Sky",2019-06-29
"Set 1","Everything's Right",2019-06-29
"Set 1","Guelah Papyrus",2019-06-29
"Set 1","Sparkle",2019-06-29
"Set 1","Roggae",2019-06-29
"Set 1","46 Days",2019-06-29
"Set 2","Blaze On",2019-06-29
"Set 2","NICU",2019-06-29
"Set 2","Golden Age",2019-06-29
"Set 2","Ruby Waves",2019-06-29
"Set 2","Death Don't Hurt Very Long",2019-06-29
"Set 2","Rift",2019-06-29
"Set 2","Beneath a Sea of Stars Part 1",2019-06-29
"Set 2","Waiting All Night",2019-06-29
"Set 2","Ghost",2019-06-29
"Set 2","Say It To Me S.A.N.T.O.S.",2019-06-29
"Encore","You Enjoy Myself",2019-06-29
"Encore","Grind",2019-06-29
"Set 1","The Curtain With",2019-06-30
"Set 1","Fast Enough for You",2019-06-30
"Set 1","Buried Alive",2019-06-30
"Set 1","Camel Walk",2019-06-30
"Set 1","Reba",2019-06-30
"Set 1","Sample in a Jar",2019-06-30
"Set 1","Pebbles and Marbles",2019-06-30
"Set 1","Tela",2019-06-30
"Set 1","The Mango Song",2019-06-30
"Set 1","Driver",2019-06-30
"Set 1","David Bowie",2019-06-30
"Set 2","Mr. Completely",2019-06-30
"Set 2","Twenty Years Later",2019-06-30
"Set 2","Big Black Furry Creature from Mars",2019-06-30
"Set 2","Tweezer",2019-06-30
"Set 2","Shade",2019-06-30
"Set 2","Most Events Aren't Planned",2019-06-30
"Set 2","Makisupa Policeman",2019-06-30
"Set 2","Chalk Dust Torture",2019-06-30
"Set 2","Suzy Greenberg",2019-06-30
"Encore","Punch You in the Eye",2019-06-30
